research_id,recommendation,native_id(s),current_evidence,canonical_owner,active_claim/PR,exact_remaining_outcome,disposition,dependency_impact,recurring_burden,safe_parallel_lane,acceptance,uncertainty,evidence_urls,research_dependencies_not_adopted,research_complexity_not_a_duration,research_data_requirements,research_acceptance_preserved,research_operating_burden_judgment,research_source_url,current_production_verification
R25,Normalized trade-market evidence ledger,C4-MTL-01; C4-MTL-02; C4-KTC-01; C1-ACQ-03,Trade-market evidence and retention are existing scope. Public rolling windows and accepted transactions cannot stand in for all offers or current population coverage.,Canonical market-trade ledger and acquisition owners,Existing market scope; 1442 quantity/lifecycle dependency,"Preserve normalized all-party assets, dates, original league settings, quantities and visibility; reconcile producer coverage and identity rejects.",EXTEND,Capture perishable transactions before mature comparable-trade or manager models. Keep raw retention separate from authorized decision reads.,"Medium: scheduled acquisition, dedupe, format snapshots and historical storage.",Existing ledger/acquisition owners; downstream read-only comps parallel after stable schema.,"Actual observed counts/pagination/settings, duplicate event rejection, multi-party routing, pick lifecycle/history and failure-versus-empty semantics. No advertised sample size as confidence.",Full market sample completeness and current producer health remain unmeasured.,"[""https://github.com/jasonleetucker-code/riskittogetthebrisket/blob/f3eacc180309b438c19fcd1e388e1d18d0c53c67/docs/C_SERIES_EXECUTION_MAP.md"", ""https://github.com/jasonleetucker-code/riskittogetthebrisket/pull/1442"", ""https://github.com/jasonleetucker-code/riskittogetthebrisket/blob/f3eacc180309b438c19fcd1e388e1d18d0c53c67/docs/C_SERIES_SCOPE_MANIFEST.md"", ""https://github.com/jasonleetucker-code/riskittogetthebrisket/blob/f3eacc180309b438c19fcd1e388e1d18d0c53c67/docs/OWNER_PRODUCT_BACKLOG_SPEC.md""]","R03,R10,R11",L,"Transaction IDs, original source, both asset sides and destinations, league format, date, quantities, pick basis and deduplication confidence","Dedup by native event ID; preserve date, format, assets, quantities and FAAB; report observed sample coverage",Medium,https://github.com/jasonleetucker-code/riskittogetthebrisket/blob/cd4d522b54522c5eac8228bb0628f0bc4ed6dd1b/docs/C_SERIES_SCOPE_MANIFEST.md,NOT EXECUTED IN THIS SESSION
R26,Deterministic weekly report studio,C9-WRS-01; #829; C9-UR-01/02; W1-05..13,Manual External AI is the approved zero-site-LLM default. #829 also contains an Aug20 NFL news/game-dossier enrichment for actual frozen/counting starters and chronology; it must not disappear in a simplified report summary.,Weekly Report Studio and canonical public narrative owners,Existing W1 delivery accepted; no new always-on narrative claim,"Complete the deterministic bundle, structured import/validation/preview/publish flow and real starter-specific NFL evidence. Preserve optional explicitly enabled API modes without making them default.",EXTEND,"Reuse canonical results, projections and publication state. Advanced validation improvements do not erase existing W1 narrative acceptance.",Low default runtime cost plus bounded news collection and owner-directed external generation; no automatic paid narrative spend.,Existing studio/public owner; Lane 6 renderer may progress on versioned payloads.,Real pregame/postgame complete bundle; frozen/counting starter identity; NFL chronology and Monday-comeback context; canonical statistics beat article claims; structured import rejects invalid/private content; deterministic graphics and mobile publishing.,Full expanded Studio scope is not certified by W1’s bounded article workflow. The new enrichment’s current coverage was not fully traced.,"[""https://github.com/jasonleetucker-code/riskittogetthebrisket/blob/f3eacc180309b438c19fcd1e388e1d18d0c53c67/docs/WEEKLY_REPORT_STUDIO_MANUAL_AI_ARCHITECTURE_2026-08-14.md"", ""https://github.com/jasonleetucker-code/riskittogetthebrisket/blob/f3eacc180309b438c19fcd1e388e1d18d0c53c67/docs/season-launch/WEEK_1_LAUNCH_CONTRACT.md"", ""https://github.com/jasonleetucker-code/riskittogetthebrisket/blob/f3eacc180309b438c19fcd1e388e1d18d0c53c67/docs/C_SERIES_SCOPE_MANIFEST.md"", ""https://github.com/jasonleetucker-code/riskittogetthebrisket/blob/f3eacc180309b438c19fcd1e388e1d18d0c53c67/docs/OWNER_PRODUCT_BACKLOG_SPEC.md""]","R05,R11,R12,R29",M,"Frozen weekly results, official ranking history, transactions, matchup narratives, source evidence and public/private redaction rules","Frozen canonical weekly payload, validated narrative slots, source links; manual external-AI default retained",Low,https://github.com/jasonleetucker-code/riskittogetthebrisket/issues/829,NOT EXECUTED IN THIS SESSION
R27,Permanent Premium UI completion lane,C0-PSI-01; C8-PSI-01/02/03; C8-A11Y-01; C8-U1/U2/U3; #1421,Binding PSI contract and UI ledger exist. Game Day’s actual writer is 1446 despite a stale ledger cell saying no confirmed writer. Merged gallery/rankings work is not site-wide UI completion.,Permanent Lane 6 / Premium UI / Frontend under Direction A,1446 ACTIVE OPEN; 1438 MERGED; 1428 chart decision,Maintain useful staffed parallel UI work until route-level product completion; reconcile ledger truth to actual claims only after authorization.,KEEP,"Only affected wiring waits for backend stability. No research DAG, prepared-serving draft or chart decision freezes unrelated UI.","Low recurring operations; continuing interaction, accessibility and visual regression maintenance.",Actual Lane 6: 1446 Game Day; independent approved primitives/routes stay eligible through normal coordination.,"Desktop/phone full tasks, real states/data, accessibility, performance, owner review where required, production evidence and legacy retirement for each route. Backend complete/UI incomplete is not complete.",No fresh production visual audit was performed. Queued branches or passing axe alone do not establish active useful work or full accessibility.,"[""https://github.com/jasonleetucker-code/riskittogetthebrisket/blob/f3eacc180309b438c19fcd1e388e1d18d0c53c67/docs/ui/CALCULATOR_UI_IMPLEMENTATION_CONTRACT.md"", ""https://github.com/jasonleetucker-code/riskittogetthebrisket/blob/f3eacc180309b438c19fcd1e388e1d18d0c53c67/docs/ui/UI_PARALLEL_LEDGER.md"", ""https://github.com/jasonleetucker-code/riskittogetthebrisket/pull/1446"", ""https://github.com/jasonleetucker-code/riskittogetthebrisket/pull/1438"", ""https://github.com/jasonleetucker-code/riskittogetthebrisket/pull/1428"", ""https://github.com/jasonleetucker-code/riskittogetthebrisket/blob/f3eacc180309b438c19fcd1e388e1d18d0c53c67/docs/C_SERIES_SCOPE_MANIFEST.md"", ""https://github.com/jasonleetucker-code/riskittogetthebrisket/blob/f3eacc180309b438c19fcd1e388e1d18d0c53c67/docs/OWNER_PRODUCT_BACKLOG_SPEC.md""]",None,L,"Approved PSI tokens/primitives, route inventory, current contract stability, real desktop/mobile flows and acceptance evidence","Populated mobile/desktop, keyboard, reduced motion, truthful states and task completion; route-level backend gates only",Low,https://github.com/jasonleetucker-code/riskittogetthebrisket/blob/cd4d522b54522c5eac8228bb0628f0bc4ed6dd1b/docs/ui/CALCULATOR_UI_IMPLEMENTATION_CONTRACT.md,NOT EXECUTED IN THIS SESSION
R28,Outcome-first Game Day and rooting intelligence,C5-GD-01; C5-GD-02; CE-20; #789; #1334; #1335; W1-17..28,"Main already implements per-draw legal best ball and joint matchup/median. The active pair adds observed live state, weekly projections, locked baselines, materialized generation and outcome-first UX.",Existing Game Day backend and Lane 6 paired owners,1445 backend e7057b73; 1446 UI 5cc17c78 STACKED ON 1445,"Finish one selected-team live decision path using actual backend results, source coverage, missing states, meaningful swing events, mobile flow and production acceptance.",EXTEND,"1446 is not an independent main-based patch. Backend portions in its diff must be assigned to the paired owner, not a third writer. Do not gate all UI on covariance research.","Medium: live collector, source availability, periodic simulation, materialized reads and immutable locks.",Current paired 1445/1446 workstream; no new Game Day engine or replacement art direction.,"Pregame/live/final, banked-versus-remaining, real zero/negative values, per-draw reassignment, median applicability/ties, correct league switching, corrections, staleness and cross-source failures. Measured phone/desktop tasks, latency during collection, deployed SHA and rollback.",One usable weekly model family is not a multi-family ensemble. PR replay/local tests are author evidence; real deployment and calibration remain unverified.,"[""https://github.com/jasonleetucker-code/riskittogetthebrisket/blob/f3eacc180309b438c19fcd1e388e1d18d0c53c67/src/ros/game_day_sim.py"", ""https://github.com/jasonleetucker-code/riskittogetthebrisket/blob/f3eacc180309b438c19fcd1e388e1d18d0c53c67/docs/GAME_DAY_PROBABILITY_SPEC.md"", ""https://github.com/jasonleetucker-code/riskittogetthebrisket/pull/1445"", ""https://github.com/jasonleetucker-code/riskittogetthebrisket/pull/7057"", ""https://github.com/jasonleetucker-code/riskittogetthebrisket/pull/1446"", ""https://github.com/jasonleetucker-code/riskittogetthebrisket/blob/f3eacc180309b438c19fcd1e388e1d18d0c53c67/docs/C_SERIES_SCOPE_MANIFEST.md"", ""https://github.com/jasonleetucker-code/riskittogetthebrisket/blob/f3eacc180309b438c19fcd1e388e1d18d0c53c67/docs/OWNER_PRODUCT_BACKLOG_SPEC.md""]","R05,R12,R18,R27",L,"Live banked stats, remaining forecasts, NFL clock/status, lineup eligibility, league median rules, joint draws and sensitivity results","Win/median joint outcomes, banked/remaining and top swings first; no fake precision when role or state coverage is missing",Medium,https://github.com/jasonleetucker-code/riskittogetthebrisket/blob/cd4d522b54522c5eac8228bb0628f0bc4ed6dd1b/src/ros/game_day_sim.py,NOT EXECUTED IN THIS SESSION
R29,"Power and playoff model validation, not another rewrite",C5-POW-01; C5-PLAY-01; C5-PROJ-E; #840,"Owner-directed power weights, current-season integrity, table/share parity and completed-week handling are landed repairs. The old frozen-share proposal is superseded for the current card, not for historical publications.",Power Rankings and playoff owners plus evaluator,1397/1398/1400/1401 and 1435 MERGED; no new ranking formula authorized,Validate current descriptive and forward-looking objectives separately and close residual playoff forecast evidence; do not rewrite a settled display contract.,EXTEND,Use actual historical forecasts and scoring cutoffs; record irrecoverable history rather than substitute today’s board.,"Low-to-medium: scheduled evaluation, archived generations and publication QA.",Existing ranking/playoff owners; evaluation parallel to Lane 6 task closure.,Current table/share identical for same generation; historical official publication remains immutable; rolling-origin forecasts against simple baselines; real zero completed weeks; no prior-season/current-league leakage.,No predictive superiority was established. Historical PR repairs do not certify the current deployment.,"[""https://github.com/jasonleetucker-code/riskittogetthebrisket/blob/f3eacc180309b438c19fcd1e388e1d18d0c53c67/docs/MASTER_PRODUCT_PLAN.md"", ""https://github.com/jasonleetucker-code/riskittogetthebrisket/blob/f3eacc180309b438c19fcd1e388e1d18d0c53c67/docs/C_SERIES_EXECUTION_MAP.md"", ""https://github.com/jasonleetucker-code/riskittogetthebrisket/pull/1397"", ""https://github.com/jasonleetucker-code/riskittogetthebrisket/pull/1398"", ""https://github.com/jasonleetucker-code/riskittogetthebrisket/pull/1400"", ""https://github.com/jasonleetucker-code/riskittogetthebrisket/pull/1401"", ""https://github.com/jasonleetucker-code/riskittogetthebrisket/pull/1435"", ""https://github.com/jasonleetucker-code/riskittogetthebrisket/blob/f3eacc180309b438c19fcd1e388e1d18d0c53c67/docs/C_SERIES_SCOPE_MANIFEST.md"", ""https://github.com/jasonleetucker-code/riskittogetthebrisket/blob/f3eacc180309b438c19fcd1e388e1d18d0c53c67/docs/OWNER_PRODUCT_BACKLOG_SPEC.md""]","R05,R08,R11,R13",M,"Complete historical league-weeks, as-of rosters/projections, official results, rules and forward held-out outcomes",Rolling-origin comparison to simple baselines; current table/share parity persists; published history immutable,Low,https://github.com/jasonleetucker-code/riskittogetthebrisket/pull/1397,NOT EXECUTED IN THIS SESSION
R30,Context-matched historical trade comps,C4-MTL-03; C7-DESK-01,Contextual trade comps already appear in native market/trade scope. Research refines cohort and visibility requirements rather than discovering a new product.,Existing market-comps consumer of normalized trade ledger,No separate current comps claim verified,"Rank explainable contemporaneous comps by format, date and asset context and expose important mismatches and sample limits.",EXTEND,Ledger capture can precede ranking sophistication. Comps do not need the full championship-equity model to be useful.,Medium: market collection/storage and bounded retrieval/index maintenance.,Existing ledger reader; no second acquisition source or trade evaluator.,"Time-safe asset values/settings; all parties/quantities; exact match/mismatch explanation; no future values in old comps, no invented comparable when sample is empty; private/public boundary.",Current normalized cross-market coverage and relevance were not independently exercised.,"[""https://github.com/jasonleetucker-code/riskittogetthebrisket/blob/f3eacc180309b438c19fcd1e388e1d18d0c53c67/docs/OWNER_PRODUCT_BACKLOG_SPEC.md"", ""https://github.com/jasonleetucker-code/riskittogetthebrisket/blob/f3eacc180309b438c19fcd1e388e1d18d0c53c67/docs/C_SERIES_SCOPE_MANIFEST.md""]","R20,R25",M,"Normalized completed trades, format/scoring metadata, age of comp, pick identity, value basis and sample/selection limitations","Similarity filters expose date, league size, SF/TEP/IDP, package shape and sample counts; abstain with poor matches",Medium,https://readoptionff.com/is-this-trade-fair,NOT EXECUTED IN THIS SESSION
R31,Manager Scout and calibrated offer likelihood,C6-MGR-01; #985; CE-03,Manager Scout is already requested. Observed completed trades and accepted claims cannot establish rejected-offer probabilities.,"Manager Scout using canonical transactions, needs and private notes",No separate new manager-model claim verified,"Complete descriptive, sample-aware manager tendencies and plausible negotiation context first; make any calibrated offer-likelihood model contingent on suitable prospective outcomes.",REFRAME,"The private journal is a possible new extension, not evidence that all Manager Scout functionality must wait.","Medium: sparse-data maintenance, private history and periodic evaluation.",Existing manager reader; canonical need and asset owners stay authoritative.,"Show observation dates/counts, missing behaviors and uncertainty; do not equate high stakes or inactivity with skill/preference; predictions require observed acceptance/rejection visibility and held-out calibration.",Calibrated acceptance is not demonstrated. Any newly collected private offer data requires owner-approved product/retention scope.,"[""https://github.com/jasonleetucker-code/riskittogetthebrisket/blob/f3eacc180309b438c19fcd1e388e1d18d0c53c67/docs/OWNER_PRODUCT_BACKLOG_SPEC.md"", ""https://github.com/jasonleetucker-code/riskittogetthebrisket/blob/f3eacc180309b438c19fcd1e388e1d18d0c53c67/docs/C_SERIES_SCOPE_MANIFEST.md""]","R14,R20,R25",L,"Observable completed trades plus prospectively logged rejected/countered offers, manager context, time/format and hierarchical cohort priors",First ship descriptive tendencies with shrinkage; probability labels only after prospective held-out offers,Medium,https://github.com/jasonleetucker-code/riskittogetthebrisket/issues/985,NOT EXECUTED IN THIS SESSION
R32,Future pick-slot distributions and capital map,C1-PICK-03; C7-PICKGEN-01; #985 draft-capital surface,"Owned-pick identity, valid horizon and capital views already exist. Lifecycle retirement is not evidence of a calibrated future slot distribution.","Canonical pick forecast, ownership and league-result owners",1442 OPEN lifecycle; existing pick forecasting owner,Use actual original-team lineage and league draft-order rules for slot distributions; expose uncertainty and endogenous strength effects of a trade.,EXTEND,"Preserve the owner’s no-automatic-horizon-roll decision. Unknown ownership/order rules must abstain, not default to another league.","Medium: league-state snapshots, scenario compute and outcome evaluation.",Pick forecast owner serial; Asset Map reader can consume stable known ownership now.,"Unique owned picks, correct original/current owner, distributions under actual order rules, contemporaneous inputs and historical lookup; generic tier quantities remain a distinct asset type.",No current slot-probability calibration or production retirement outcome was verified.,"[""https://github.com/jasonleetucker-code/riskittogetthebrisket/blob/f3eacc180309b438c19fcd1e388e1d18d0c53c67/docs/C_SERIES_EXECUTION_MAP.md"", ""https://github.com/jasonleetucker-code/riskittogetthebrisket/pull/1442"", ""https://github.com/jasonleetucker-code/riskittogetthebrisket/blob/f3eacc180309b438c19fcd1e388e1d18d0c53c67/docs/C_SERIES_SCOPE_MANIFEST.md"", ""https://github.com/jasonleetucker-code/riskittogetthebrisket/blob/f3eacc180309b438c19fcd1e388e1d18d0c53c67/docs/OWNER_PRODUCT_BACKLOG_SPEC.md""]","R03,R11,R13",L,"Actual draft-order rules, owned-pick lineage, final standings/playoff distributions, roster changes and class uncertainty","Joint pick-slot scenarios reflect actual league rules; explain proxy quality, horizon and ownership provenance",Medium,https://github.com/jasonleetucker-code/riskittogetthebrisket/blob/cd4d522b54522c5eac8228bb0628f0bc4ed6dd1b/docs/C_SERIES_SCOPE_MANIFEST.md,NOT EXECUTED IN THIS SESSION
R33,Rookie transition and analog research,C5-FIT-01; #803; C7-DRAFT-01; authorized devy/prospect scope,College/prospect translation is already requested. A famous-player comparable is not a probability of that career outcome.,Existing scoring-fit/prospect and draft owners,No separate active analog-research claim verified,"Add time-safe reference classes and rookie transition scenarios while preserving raw college, draft-capital and role evidence separately.",EXTEND,Do not directly convert college fantasy points to dynasty value. Media/devy is not silently removed by later research prioritization.,"Medium: prospect identity, historical data versions, cohort and out-of-sample validation.",Existing prospect/fit owner; archival research may proceed before mature draft-path models.,No future landing-spot leakage; role/era/scoring cohort disclosure; failed prospects retained; selection/survivorship checks; calibrated distributions or clearly labeled descriptive analogs.,Current complete prospect/development coverage was not traced; selected external datasets require file/version license review before use.,"[""https://github.com/jasonleetucker-code/riskittogetthebrisket/blob/f3eacc180309b438c19fcd1e388e1d18d0c53c67/docs/OWNER_PRODUCT_BACKLOG_SPEC.md"", ""https://github.com/jasonleetucker-code/riskittogetthebrisket/blob/f3eacc180309b438c19fcd1e388e1d18d0c53c67/docs/C_SERIES_SCOPE_MANIFEST.md""]","R08,R11,R13,R34",L,"College production and denominator context, draft capital, age, measurables, role/landing spot, contemporaneous cohorts and NFL outcomes",Time-safe college/athletic/draft/role features; era and position holdouts; compare against draft-capital baseline,Medium,https://www.playerprofiler.com/,NOT EXECUTED IN THIS SESSION
R34,"Opportunity, usage and defensive-role timeline",C5-FIT-01; C5-ST-01; C6-UPP-01; X-06; #802; #803,Opportunity and role context have existing owners. X-06 retires a duplicate opportunity_stats surface; research must not recreate it. Dataset delivery cadence is not uniform.,Canonical opportunity/realized scoring/player-context owners,1445 live/first-down context; existing role-data producers,Connect dated opportunity/usage/defensive-role evidence to player decisions with exact stat vocabulary and source timing.,EXTEND,Do not promise live participation from a dataset delivered after the season. Preserve factual role evidence independently of projection availability.,"Medium: dataset updates, role parsing, aliases, identity and revisions.",Existing opportunity/player-context owner; UI timeline can progress on stable truthful states.,Snaps/routes/targets/touches/IDP roles identify time basis and source; factual observations remain distinct from model/imputation; missing feed never implies zero participation.,Full current role producer coverage and restoration were not verified.,"[""https://github.com/jasonleetucker-code/riskittogetthebrisket/blob/f3eacc180309b438c19fcd1e388e1d18d0c53c67/docs/C_SERIES_SCOPE_MANIFEST.md"", ""https://github.com/jasonleetucker-code/riskittogetthebrisket/blob/f3eacc180309b438c19fcd1e388e1d18d0c53c67/src/nfl_data/realized_points.py"", ""https://github.com/jasonleetucker-code/riskittogetthebrisket/pull/1445"", ""https://github.com/jasonleetucker-code/riskittogetthebrisket/blob/f3eacc180309b438c19fcd1e388e1d18d0c53c67/docs/OWNER_PRODUCT_BACKLOG_SPEC.md""]","R08,R09,R11",L,"Offensive snaps/routes/targets/carries, defensive snaps/alignment/role, team totals, opponent state and collection timestamps","Timestamped role metrics, missing vocabulary and publication delay visible; no postseason dataset passed off as live",Medium,https://github.com/ffverse/ffopportunity,NOT EXECUTED IN THIS SESSION
R35,Contract and coaching context scenarios,C6-UPP-01; C5-FIT-01; existing player-context scope,Contract/coaching context overlaps player intelligence; current complete paths were not established. The research does not authorize a new vendor or multiplier.,Player-context factual data owner,No distinct current contract/coaching scenario claim verified,Present dated factual contract/staff changes and explicitly conditioned role scenarios; integrate only a demonstrated gap through the current context owner.,EXTEND,Static context can be useful before probabilistic succession models; no generic fantasy-value surcharge.,"Medium: factual changes, source drift and rights/version maintenance for any newly selected dataset.",Existing context adapter/reader; schema-based UI independent of speculative modeling.,"Effective versus known dates, source precision, corrections and clear fact/scenario labels; no unverified causal attribution or automatic canonical value change.",Current implementation/coverage remains UNKNOWN beyond the inspected planning foundation.,"[""https://github.com/jasonleetucker-code/riskittogetthebrisket/blob/f3eacc180309b438c19fcd1e388e1d18d0c53c67/docs/OWNER_PRODUCT_BACKLOG_SPEC.md"", ""https://github.com/jasonleetucker-code/riskittogetthebrisket/blob/f3eacc180309b438c19fcd1e388e1d18d0c53c67/docs/C_SERIES_SCOPE_MANIFEST.md""]","R11,R23,R34",M,"Contracts, guarantees, roster transactions, depth charts, coaching/scheme changes, publication time and uncertainty of role implications",Show sourced contract/coaching facts and bounded role scenarios; no deterministic dynasty penalty from contract year,Medium,https://overthecap.com/,NOT EXECUTED IN THIS SESSION
R36,Availability and role-contingency insurance,#1173; C2-LINE-01; C2-SIM-01; C7-WAIV-01,"Bench insurance and redundancy belong to the existing marginal best-ball objective, not an arbitrary permanent handcuff bonus.",Existing best-ball marginal-utility and role scenario owners,1445 shared scenario substrate; no separate insurance engine,Model contingent availability and mutually exclusive backup roles as scenario inputs to the same legal before/after evaluator.,CONSOLIDATE,Combine with R17/R18/R65. Do not duplicate an injury signal as both a projection change and independent confidence vote.,"Medium: role-state evidence, scenario compute and calibration.",Existing simulation/utility owner; safe consumer work only after contract agreement.,Two backups insuring the same event are not double-counted; forced drops and normal-start states included; role uncertainty and limited sample remain visible; compare simple baseline.,Insurance gains and role-transition probabilities were not established.,"[""https://github.com/jasonleetucker-code/riskittogetthebrisket/blob/f3eacc180309b438c19fcd1e388e1d18d0c53c67/src/ros/lineup.py"", ""https://github.com/jasonleetucker-code/riskittogetthebrisket/blob/f3eacc180309b438c19fcd1e388e1d18d0c53c67/src/ros/game_day_sim.py"", ""https://github.com/jasonleetucker-code/riskittogetthebrisket/pull/1445"", ""https://github.com/jasonleetucker-code/riskittogetthebrisket/blob/f3eacc180309b438c19fcd1e388e1d18d0c53c67/docs/C_SERIES_SCOPE_MANIFEST.md"", ""https://github.com/jasonleetucker-code/riskittogetthebrisket/blob/f3eacc180309b438c19fcd1e388e1d18d0c53c67/docs/OWNER_PRODUCT_BACKLOG_SPEC.md""]","R17,R18,R34",L,"Availability states, practice/game designations, historical absences, depth-chart successor probabilities and medically non-diagnostic scenarios",Model injured/starter/backup states jointly; bench-insurance value validated against held-out weeks,Medium,https://www.draftsharks.com/subscribe,NOT EXECUTED IN THIS SESSION
R37,Market-versus-utility-versus-expert valuation lenses,F-VAL-01; F-ROS-01; C5-BDVM-01; C6-EDGE-01; C7-DESK-01,"Market value, BDVM fundamentals and ROS/statistical production already have separate ownership. Exact KTC VA remains advisory rather than the canonical trade decision.","Canonical valuation, seasonal utility and evidence display owners",1434 estimator; 1444 native geometry; 1445 seasonal integration,"Make lenses and units explicit without replacing canonical values, quiet overrides or the approved Analyze Trade decision layer.",REFRAME,A useful disagreement display can precede proof of predictive superiority; it must not imply one lens is the true price.,"Low: coherent labels, provenance and paired-generation maintenance.",Stable display consumers in Lane 6; each calculation remains with its canonical owner.,"Market/utility/expert labels, horizon and units visible; no averaging unlike quantities; no target-family leakage in an edge claim; source contributions and synthetic uncertainty clearly explained.",No demonstrated alpha or universally comparable utility scale.,"[""https://github.com/jasonleetucker-code/riskittogetthebrisket/blob/f3eacc180309b438c19fcd1e388e1d18d0c53c67/docs/OWNER_PRODUCT_BACKLOG_SPEC.md"", ""https://github.com/jasonleetucker-code/riskittogetthebrisket/blob/f3eacc180309b438c19fcd1e388e1d18d0c53c67/src/bdvm/projections.py"", ""https://github.com/jasonleetucker-code/riskittogetthebrisket/pull/1434"", ""https://github.com/jasonleetucker-code/riskittogetthebrisket/pull/1444"", ""https://github.com/jasonleetucker-code/riskittogetthebrisket/pull/1445"", ""https://github.com/jasonleetucker-code/riskittogetthebrisket/blob/f3eacc180309b438c19fcd1e388e1d18d0c53c67/docs/C_SERIES_SCOPE_MANIFEST.md""]","R02,R10,R13,R17",M,"Independent labeled market observations, analyst opinions, expected lineup utility, horizon/risk preferences and uncertainty",Keep each lens labeled; disagreement is information; no second authoritative trade-price scale,Low,https://github.com/jasonleetucker-code/riskittogetthebrisket/blob/cd4d522b54522c5eac8228bb0628f0bc4ed6dd1b/src/api/data_contract.py,NOT EXECUTED IN THIS SESSION
R38,Native-value geometry research and DLF gate,C1-SRC-01; C1-SRC-02; F-SRC-01; existing DLF value gate,Native DLF acquisition is already on main and retained non-voting. 1444 measures one content version and explicitly leaves the gate closed; rank/Hill alignment is not predictive superiority.,DLF measurement and canonical valuation owners,1444 OPEN 09c85bd2; 1430 acquisition MERGED; 1434 adjacent,Collect distinct existing-authorized content versions through the current producer and finish native/rank/transform comparisons and board-impact evaluation before a separate owner decision.,KEEP,"Do not register another voter or reopen source permissions. DLF values and DLF ranks are same-provider members, not independent just because separate fields.",Low: normal authorized capture retention and offline measurements; no new always-on service.,"Existing DLF measurement owner; serial integration with blend changes, read-only analysis parallel.","Native decimals/ranks retained; rank health independent from missing native values; multi-content-version stability, ancestry-aware comparisons and selected task evaluation; explicit promotion decision or continued non-voting.",Current deployed gate/environment and multi-capture state were not measured. The PR reports one version; do not turn repeated identical fetches into stability evidence.,"[""https://github.com/jasonleetucker-code/riskittogetthebrisket/blob/f3eacc180309b438c19fcd1e388e1d18d0c53c67/scripts/source_inventory.py"", ""https://github.com/jasonleetucker-code/riskittogetthebrisket/pull/1444"", ""https://github.com/jasonleetucker-code/riskittogetthebrisket/pull/1430"", ""https://github.com/jasonleetucker-code/riskittogetthebrisket/pull/1434"", ""https://github.com/jasonleetucker-code/riskittogetthebrisket/blob/f3eacc180309b438c19fcd1e388e1d18d0c53c67/docs/C_SERIES_SCOPE_MANIFEST.md"", ""https://github.com/jasonleetucker-code/riskittogetthebrisket/blob/f3eacc180309b438c19fcd1e388e1d18d0c53c67/docs/OWNER_PRODUCT_BACKLOG_SPEC.md""]","R02,R10,R13,R16",M,"Native source values and ranks, multiple real captures, crosswalks, distribution quantiles, rejection rates and held-out external outcomes","Multiple content versions, untouched holdouts and independent outcomes; compare candidate mappings before owner decision",Low,https://github.com/jasonleetucker-code/riskittogetthebrisket/pull/1444,NOT EXECUTED IN THIS SESSION
R39,Value movement attribution and normalization audit,Candidate consumer of C1-HIST-03 / source provenance / C8 generation owners,"Native source fields, history and generation concepts exist. Unified opinion-versus-transformation attribution is an additional consumer, not a second valuation model.",Historical generation and source-attribution owners,1346 generation foundation; no unified attribution product claim verified,"Approve a bounded two-generation attribution view distinguishing opinion, source membership, freshness, identity and normalization changes.",NEW CANDIDATE,Requires reproducible compatible inputs; can prototype offline without editing champion weights or prepared-serving rollout.,Low-to-medium: preserving two generations and counterfactual recomputation.,Existing history/evaluation reader after approval; no competing canonical write path.,Rebuild each generation; report explained components plus residual; disclose order effects for sequential attribution; no claim of exact causal decomposition without method evidence.,No full unified product was established; exact remaining native alias mapping is provisional.,"[""https://github.com/jasonleetucker-code/riskittogetthebrisket/blob/f3eacc180309b438c19fcd1e388e1d18d0c53c67/docs/C_SERIES_EXECUTION_MAP.md"", ""https://github.com/jasonleetucker-code/riskittogetthebrisket/pull/1346"", ""https://github.com/jasonleetucker-code/riskittogetthebrisket/blob/f3eacc180309b438c19fcd1e388e1d18d0c53c67/docs/C_SERIES_SCOPE_MANIFEST.md"", ""https://github.com/jasonleetucker-code/riskittogetthebrisket/blob/f3eacc180309b438c19fcd1e388e1d18d0c53c67/docs/OWNER_PRODUCT_BACKLOG_SPEC.md""]","R10,R11,R12,R37",M,"Previous/current source values, weights, source membership, identity/pick universe, model constants and recomputed counterfactual boards","Explain delta into content, eligibility, weighting, normalization and model changes; reconcile exactly to total movement",Low,https://github.com/jasonleetucker-code/riskittogetthebrisket/blob/cd4d522b54522c5eac8228bb0628f0bc4ed6dd1b/src/api/data_contract.py,NOT EXECUTED IN THIS SESSION
